pbp_a_hnumber	pbp_a_plan_identifier	segment_id	pbp_a_ben_cov	pbp_a_plan_type	orgtype	bid_id	version	pbp_c_pos_outpt_group_num_id	pbp_c_pos_group_lbl	pbp_c_pos_oupt_bencat_bens	pbp_c_pos_outpt_mc_bencats	pbp_c_pos_outpt_nmc_bencats	pbp_c_pos_outpt_coins_yn	pbp_c_pos_outpt_coins_min_pct	pbp_c_pos_outpt_coins_max_pct	pbp_c_pos_outpt_copay_yn	pbp_c_pos_outpt_copay_min_amt	pbp_c_pos_outpt_copay_max_amt	pbp_c_pos_outpt_maxplan_yn	pbp_c_pos_outpt_maxplan_amt	pbp_c_pos_outpt_maxplan_per	pbp_c_pos_outpt_maxplan_per_d	pbp_c_pos_outpt_deduct_yn	pbp_c_pos_outpt_deduct_amt
H5577	837	6	1	02	01	H5577_837_6	3	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H5577	837	6	1	02	01	H5577_837_6	3	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H5577	837	7	1	02	01	H5577_837_7	3	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H5577	837	7	1	02	01	H5577_837_7	3	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H5577	837	8	1	02	01	H5577_837_8	3	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H5577	837	8	1	02	01	H5577_837_8	3	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H5577	837	9	1	02	01	H5577_837_9	3	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H5577	837	9	1	02	01	H5577_837_9	3	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H5577	837	10	1	02	01	H5577_837_10	3	1	Group 1	01	6;14a;		1	0	0	2			2				2	
H5577	837	10	1	02	01	H5577_837_10	3	2	Group 2	01	3-1;3-2;3-3;3-4;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;5b;		1	20	20	2			2				2	
H5591	006	1	1	02	01	H5591_006_1	5	1	20%	01	11c1;11c2;12;15-2;15-3;17b;		1	20	20	2			2				2	
H5591	006	1	1	02	01	H5591_006_1	5	10	$300	01	9b;		2			1	300.00	300.00	2				2	
H5591	006	1	1	02	01	H5591_006_1	5	2	30%	01	8b1;8b2;11a;11b1;11b2;		1	30	30	2			2				2	
H5591	006	1	1	02	01	H5591_006_1	5	3	$65	01	7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;9c1;9c2;17a;18a;16a;		2			1	65.00	65.00	2				2	
H5591	006	1	1	02	01	H5591_006_1	5	4	$450	01	9a1;9a2;		2			1	450.00	450.00	2				2	
H5591	006	1	1	02	01	H5591_006_1	5	5	$325	01	10a1;10a2;		2			1	325.00	325.00	2				2	
H5591	006	1	1	02	01	H5591_006_1	5	6	0%-15%	01	8a1;		1	0	15	2			2				2	
H5591	006	1	1	02	01	H5591_006_1	5	7	$0-$5/0%-20%	01	8a2;		1	0	20	1	0.00	5.00	2				2	
H5591	006	1	1	02	01	H5591_006_1	5	8	$0	01	9d;14d;14e1;14e2;		2			2			2				2	
H5591	006	1	1	02	01	H5591_006_1	5	9	$50	01	8b3;		2			1	50.00	50.00	2				2	
H5591	006	2	1	02	01	H5591_006_2	5	1	20%	01	11c1;11c2;12;15-2;15-3;17b;		1	20	20	2			2				2	
H5591	006	2	1	02	01	H5591_006_2	5	10	$300	01	9b;		2			1	300.00	300.00	2				2	
H5591	006	2	1	02	01	H5591_006_2	5	2	30%	01	8b1;8b2;11a;11b1;11b2;		1	30	30	2			2				2	
H5591	006	2	1	02	01	H5591_006_2	5	3	$65	01	7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;9c1;9c2;17a;18a;16a;		2			1	65.00	65.00	2				2	
H5591	006	2	1	02	01	H5591_006_2	5	4	$450	01	9a1;9a2;		2			1	450.00	450.00	2				2	
H5591	006	2	1	02	01	H5591_006_2	5	5	$325	01	10a1;10a2;		2			1	325.00	325.00	2				2	
H5591	006	2	1	02	01	H5591_006_2	5	6	0%-15%	01	8a1;		1	0	15	2			2				2	
H5591	006	2	1	02	01	H5591_006_2	5	7	$0-$5/0%-20%	01	8a2;		1	0	20	1	0.00	5.00	2				2	
H5591	006	2	1	02	01	H5591_006_2	5	8	$0	01	9d;14d;14e1;14e2;		2			2			2				2	
H5591	006	2	1	02	01	H5591_006_2	5	9	$50	01	8b3;		2			1	50.00	50.00	2				2	
H5591	016	0	1	02	01	H5591_016_0	5	1	20%	01	11c1;11c2;12;15-2;15-3;17b;		1	20	20	2			2				2	
H5591	016	0	1	02	01	H5591_016_0	5	10	$300	01	9b;		2			1	300.00	300.00	2				2	
H5591	016	0	1	02	01	H5591_016_0	5	2	30%	01	8b1;8b2;11a;11b1;11b2;		1	30	30	2			2				2	
H5591	016	0	1	02	01	H5591_016_0	5	3	$65	01	7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;9c1;9c2;17a;18a;16a;		2			1	65.00	65.00	2				2	
H5591	016	0	1	02	01	H5591_016_0	5	4	$450	01	9a1;9a2;		2			1	450.00	450.00	2				2	
H5591	016	0	1	02	01	H5591_016_0	5	5	$325	01	10a1;10a2;		2			1	325.00	325.00	2				2	
H5591	016	0	1	02	01	H5591_016_0	5	6	0%-15%	01	8a1;		1	0	15	2			2				2	
H5591	016	0	1	02	01	H5591_016_0	5	7	$0-$5/0%-20%	01	8a2;		1	0	20	1	0.00	5.00	2				2	
H5591	016	0	1	02	01	H5591_016_0	5	8	$0	01	9d;14d;14e1;14e2;		2			2			2				2	
H5591	016	0	1	02	01	H5591_016_0	5	9	$50	01	8b3;		2			1	50.00	50.00	2				2	
H5591	017	0	1	02	01	H5591_017_0	5	1	20%	01	11c1;11c2;12;15-2;15-3;17b;		1	20	20	2			2				2	
H5591	017	0	1	02	01	H5591_017_0	5	10	$300	01	9b;		2			1	300.00	300.00	2				2	
H5591	017	0	1	02	01	H5591_017_0	5	2	30%	01	8b1;8b2;11a;11b1;11b2;		1	30	30	2			2				2	
H5591	017	0	1	02	01	H5591_017_0	5	3	$65	01	7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;9c1;9c2;17a;18a;16a;		2			1	65.00	65.00	2				2	
H5591	017	0	1	02	01	H5591_017_0	5	4	$450	01	9a1;9a2;		2			1	450.00	450.00	2				2	
H5591	017	0	1	02	01	H5591_017_0	5	5	$325	01	10a1;10a2;		2			1	325.00	325.00	2				2	
H5591	017	0	1	02	01	H5591_017_0	5	6	0%-15%	01	8a1;		1	0	15	2			2				2	
H5591	017	0	1	02	01	H5591_017_0	5	7	$0-$5/0%-20%	01	8a2;		1	0	20	1	0.00	5.00	2				2	
H5591	017	0	1	02	01	H5591_017_0	5	8	$0	01	9d;14d;14e1;14e2;		2			2			2				2	
H5591	017	0	1	02	01	H5591_017_0	5	9	$50	01	8b3;		2			1	50.00	50.00	2				2	
H5591	018	0	1	02	01	H5591_018_0	5	1	20%	01	11c1;11c2;12;15-2;15-3;17b;		1	20	20	2			2				2	
H5591	018	0	1	02	01	H5591_018_0	5	10	$50	01	8b3;		2			1	50.00	50.00	2				2	
H5591	018	0	1	02	01	H5591_018_0	5	11	OON Podiatry	01	7f;		2			1	75.00	75.00	2				2	
H5591	018	0	1	02	01	H5591_018_0	5	2	30%	01	8b1;8b2;11a;11b1;11b2;		1	30	30	2			2				2	
H5591	018	0	1	02	01	H5591_018_0	5	3	$75	01	7a;7b;7c;7d;7e1;7e2;7g;7h1;7h2;7i;9c1;9c2;17a;18a;16a;		2			1	75.00	75.00	2				2	
H5591	018	0	1	02	01	H5591_018_0	5	4	$350	01	9b;		2			1	350.00	350.00	2				2	
H5591	018	0	1	02	01	H5591_018_0	5	5	$500	01	9a1;9a2;		2			1	500.00	500.00	2				2	
H5591	018	0	1	02	01	H5591_018_0	5	6	$325	01	10a1;10a2;		2			1	325.00	325.00	2				2	
H5591	018	0	1	02	01	H5591_018_0	5	7	0%-15%	01	8a1;		1	0	15	2			2				2	
H5591	018	0	1	02	01	H5591_018_0	5	8	0%-20%/$0-$20	01	8a2;		1	0	20	1	0.00	20.00	2				2	
H5591	018	0	1	02	01	H5591_018_0	5	9	$0	01	9d;14d;14e1;14e2;		2			2			2				2	
H5591	801	0	1	02	01	H5591_801_0	3	1	1	01	3-1;3-2;3-3;3-4;6;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14a;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;		1	30	50	2			2				2	
H5591	802	0	1	02	01	H5591_802_0	3	1	1	01	3-1;3-2;3-3;3-4;6;7a;7b;7c;7d;7e1;7e2;7f;7g;7h1;7h2;7i;7k;8a1;8a2;8b1;8b2;8b3;9a1;9a2;9b;9c1;9c2;9d;10a1;10a2;11a;11b1;11b2;11c1;11c2;12;14a;14d;14e1;14e2;14e4;14e5;15-2;15-3;17a;17b;18a;15-1-I;16a;5a;		1	30	50	2			2				2	
H5599	002	0	1	02	01	H5599_002_0	9	1	POS_25%	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c8;16c10;	1	25	25	2			2				2	
H5599	004	0	1	02	01	H5599_004_0	9	1	POS_25%	10		16b1;16b2;16b3;16b4;16b5;16b6;16c10;	1	25	25	2			2				2	
H5599	010	0	1	02	01	H5599_010_0	8	1	POS_25%	10		16b1;16b2;16b3;16b4;16b5;16b6;16c1;16c2;16c3;16c4;16c7;16c8;16c10;	1	25	25	2			2				2	
H5619	049	0	1	02	01	H5619_049_0	4	1	POS Grp 1 [$0;$2500 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c1;16c2;16c3;16c4;16c7;16c8;16c10;	2			1	0.00	0.00	1	2500.00	3		2	
H5619	051	0	1	02	01	H5619_051_0	3	1	POS Grp 1 [$0;$2000 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c2;16c3;16c8;16c10;	2			1	0.00	0.00	1	2000.00	3		2	
H5619	051	0	1	02	01	H5619_051_0	3	2	POS Grp 2 [$0; 30% - 40% ;$2000 Max Amt]	10		16c1;16c7;	1	30	40	1	0.00	0.00	1	2000.00	3		2	
H5619	053	0	1	02	01	H5619_053_0	3	1	POS Grp 1 [$0;$2500 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c1;16c2;16c3;16c7;16c8;16c10;	2			1	0.00	0.00	1	2500.00	3		2	
H5619	069	0	1	02	01	H5619_069_0	2	1	POS Grp 1 [$0;$750 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c2;16c3;16c8;16c10;	2			1	0.00	0.00	1	750.00	3		2	
H5619	069	0	1	02	01	H5619_069_0	2	2	POS Grp 2 [$0; 30% ;$750 Max Amt]	10		16c4;	1	30	30	1	0.00	0.00	1	750.00	3		2	
H5619	069	0	1	02	01	H5619_069_0	2	3	POS Grp 3 [$0; 30% - 40% ;$750 Max Amt]	10		16c1;16c7;	1	30	40	1	0.00	0.00	1	750.00	3		2	
H5619	111	0	1	02	01	H5619_111_0	3	1	POS Grp 1 [$0;$2000 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c1;16c2;16c3;16c4;16c7;16c8;16c10;	2			1	0.00	0.00	1	2000.00	3		2	
H5619	113	0	1	02	01	H5619_113_0	3	1	POS Grp 1 [$0;$3000 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c1;16c2;16c3;16c7;16c8;16c10;	2			1	0.00	0.00	1	3000.00	3		2	
H5619	123	0	1	02	01	H5619_123_0	5	1	POS Grp 1 [$0;$3000 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c1;16c2;16c3;16c7;16c8;16c10;	2			1	0.00	0.00	1	3000.00	3		2	
H5619	126	0	1	02	01	H5619_126_0	4	1	POS Grp 1 [$0;$2500 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c1;16c2;16c3;16c7;16c8;16c10;	2			1	0.00	0.00	1	2500.00	3		2	
H5619	162	0	1	02	01	H5619_162_0	4	1	POS Grp 1 [$0;$4000 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c1;16c2;16c3;16c7;16c8;16c10;	2			1	0.00	0.00	1	4000.00	3		2	
H5619	179	0	1	02	01	H5619_179_0	4	1	POS Grp 1 [$0;$1000 Max Amt]	10		16b1;16b2;16b3;16b4;16b6;16c1;16c3;16c10;	2			1	0.00	0.00	1	1000.00	3		2	
H5652	001	0	1	02	01	H5652_001_0	4	1	Group 1	01	10a1;10a2;		2			1	275.00	275.00	2				2	
H5652	001	0	1	02	01	H5652_001_0	4	10	Group 10	01	14d;14e2;14e4;14e5;		1	30	30	2			2				2	
H5652	001	0	1	02	01	H5652_001_0	4	11	Group 11	01	8b3;17b;		2			1	40.00	40.00	2				2	
H5652	001	0	1	02	01	H5652_001_0	4	12	Group 12	01	8b1;		1	30	30	2			2				2	
H5652	001	0	1	02	01	H5652_001_0	4	13	Group 13	01	9a1;9a2;9b;		1	30	30	2			2				2	
H5652	001	0	1	02	01	H5652_001_0	4	14	Group 14	01	12;		1	20	20	2			2				2	
H5652	001	0	1	02	01	H5652_001_0	4	15	Group 15	11	7k;8a2;	16b1;16b2;16b4;16b5;16b6;	2			1	0.00	0.00	2				2	
H5652	001	0	1	02	01	H5652_001_0	4	16	Group 16	01	3-1;3-2;3-3;3-4;		1	30	30	2			2				2	
H5652	001	0	1	02	01	H5652_001_0	4	17	Group 17	11	7b;7d;7f;14e1;17a;18a;	7f_2;17a1;18a1;	2			1	40.00	40.00	2				2	
H5652	001	0	1	02	01	H5652_001_0	4	18	Group 18	01	8b2;9d;15-2;15-1-I;16a;		1	30	30	2			2				2	
H5652	001	0	1	02	01	H5652_001_0	4	19	Group 19	10		14b;	1	30	30	2			2				2	
H5652	001	0	1	02	01	H5652_001_0	4	2	Group 2	01	14a;15-3;		1	0	30	2			2				2	
H5652	001	0	1	02	01	H5652_001_0	4	20	Group 20	01	7c;7i;		2			1	40.00	40.00	2				2	
H5652	001	0	1	02	01	H5652_001_0	4	3	Group 3	01	5a;5b;		1	30	30	2			2				2	
H5652	001	0	1	02	01	H5652_001_0	4	4	Group 4	01	6;11a;11b1;11b2;11c1;11c2;		1	30	30	2			2				2	
H5652	001	0	1	02	01	H5652_001_0	4	5	Group 5	01	7a;		2			1	0.00	0.00	2				2	
H5652	001	0	1	02	01	H5652_001_0	4	6	Group 6	01	7g;		2			1	0.00	40.00	2				2	
H5652	001	0	1	02	01	H5652_001_0	4	7	Group 7	01	7e1;7h1;9c1;		1	30	30	2			2				2	
H5652	001	0	1	02	01	H5652_001_0	4	8	Group 8	01	7e2;7h2;9c2;		1	30	30	2			2				2	
H5652	001	0	1	02	01	H5652_001_0	4	9	Group 9	01	8a1;		1	30	30	2			2				2	
H5652	002	0	1	02	01	H5652_002_0	4	1	Group 1	01	10a1;10a2;		2			1	275.00	275.00	2				2	
H5652	002	0	1	02	01	H5652_002_0	4	10	Group 10	01	14d;14e2;14e4;14e5;		1	40	40	2			2				2	
H5652	002	0	1	02	01	H5652_002_0	4	11	Group 11	01	8b3;		2			1	50.00	50.00	2				2	
H5652	002	0	1	02	01	H5652_002_0	4	12	Group 12	01	8b1;		1	40	40	2			2				2	
H5652	002	0	1	02	01	H5652_002_0	4	13	Group 13	01	9a1;9a2;9b;		1	40	40	2			2				2	
H5652	002	0	1	02	01	H5652_002_0	4	14	Group 14	01	12;		1	20	20	2			2				2	
H5652	002	0	1	02	01	H5652_002_0	4	15	Group 15	11	7k;8a2;	16b1;16b2;16b4;16b5;16b6;	2			1	0.00	0.00	2				2	
H5652	002	0	1	02	01	H5652_002_0	4	16	Group 16	01	3-1;3-2;3-3;3-4;		1	40	40	2			2				2	
H5652	002	0	1	02	01	H5652_002_0	4	17	Group 17	11	7b;7d;7f;14e1;17a;17b;18a;	7f_2;17a1;18a1;	2			1	90.00	90.00	2				2	
H5652	002	0	1	02	01	H5652_002_0	4	18	Group 18	01	8b2;9d;15-2;15-1-I;16a;		1	40	40	2			2				2	
H5652	002	0	1	02	01	H5652_002_0	4	19	Group 19	10		14b;	1	40	40	2			2				2	
H5652	002	0	1	02	01	H5652_002_0	4	2	Group 2	01	14a;15-3;		1	0	40	2			2				2	
H5652	002	0	1	02	01	H5652_002_0	4	20	Group 20	01	7c;7i;		1	40	40	2			2				2	
H5652	002	0	1	02	01	H5652_002_0	4	3	Group 3	01	5a;5b;		1	40	40	2			2				2	
H5652	002	0	1	02	01	H5652_002_0	4	4	Group 4	01	6;11a;11b1;11b2;11c1;11c2;		1	40	40	2			2				2	
H5652	002	0	1	02	01	H5652_002_0	4	5	Group 5	01	7a;		2			1	50.00	50.00	2				2	
H5652	002	0	1	02	01	H5652_002_0	4	6	Group 6	01	7g;		2			1	50.00	90.00	2				2	
H5652	002	0	1	02	01	H5652_002_0	4	7	Group 7	01	7e1;7h1;9c1;		1	40	40	2			2				2	
H5652	002	0	1	02	01	H5652_002_0	4	8	Group 8	01	7e2;7h2;9c2;		1	40	40	2			2				2	
H5652	002	0	1	02	01	H5652_002_0	4	9	Group 9	01	8a1;		1	40	40	2			2				2	
H5652	003	0	1	02	01	H5652_003_0	4	1	Group 1	01	10a1;10a2;		2			1	0.00	0.00	2				2	
H5652	003	0	1	02	01	H5652_003_0	4	10	Group 10	01	14d;14e2;14e4;14e5;		1	30	30	2			2				2	
H5652	003	0	1	02	01	H5652_003_0	4	11	Group 11	01	8b3;		1	30	30	2			2				2	
H5652	003	0	1	02	01	H5652_003_0	4	12	Group 12	01	8b1;		1	30	30	2			2				2	
H5652	003	0	1	02	01	H5652_003_0	4	13	Group 13	01	9a1;9a2;9b;		1	30	30	2			2				2	
H5652	003	0	1	02	01	H5652_003_0	4	14	Group 14	01	12;		2			1	0.00	0.00	2				2	
H5652	003	0	1	02	01	H5652_003_0	4	15	Group 15	11	7k;8a2;	16b1;16b2;16b4;16b5;16b6;	2			1	0.00	0.00	2				2	
H5652	003	0	1	02	01	H5652_003_0	4	16	Group 16	01	3-1;3-2;3-3;3-4;		1	30	30	2			2				2	
H5652	003	0	1	02	01	H5652_003_0	4	17	Group 17	11	7b;7d;7f;14e1;17a;17b;18a;	7f_2;17a1;18a1;	2			1	50.00	50.00	2				2	
H5652	003	0	1	02	01	H5652_003_0	4	18	Group 18	01	8b2;9d;15-2;15-1-I;16a;		1	30	30	2			2				2	
H5652	003	0	1	02	01	H5652_003_0	4	19	Group 19	10		14b;	2			1	0.00	0.00	2				2	
H5652	003	0	1	02	01	H5652_003_0	4	2	Group 2	01	14a;15-3;		1	0	30	2			2				2	
H5652	003	0	1	02	01	H5652_003_0	4	20	Group 20	01	7c;7i;		2			1	50.00	50.00	2				2	
H5652	003	0	1	02	01	H5652_003_0	4	3	Group 3	01	5a;5b;		1	30	30	2			2				2	
H5652	003	0	1	02	01	H5652_003_0	4	4	Group 4	01	6;11a;11b1;11b2;11c1;11c2;		1	30	30	2			2				2	
H5652	003	0	1	02	01	H5652_003_0	4	5	Group 5	01	7a;		2			1	0.00	0.00	2				2	
H5652	003	0	1	02	01	H5652_003_0	4	6	Group 6	01	7g;		2			1	0.00	50.00	2				2	
H5652	003	0	1	02	01	H5652_003_0	4	7	Group 7	01	7e1;7h1;9c1;		1	30	30	2			2				2	
H5652	003	0	1	02	01	H5652_003_0	4	8	Group 8	01	7e2;7h2;9c2;		1	30	30	2			2				2	
H5652	003	0	1	02	01	H5652_003_0	4	9	Group 9	01	8a1;		1	30	30	2			2				2	
H5652	004	0	1	02	01	H5652_004_0	4	1	Group 1	01	10a1;10a2;		2			1	275.00	275.00	2				2	
H5652	004	0	1	02	01	H5652_004_0	4	10	Group 10	01	14d;14e2;14e4;14e5;		1	30	30	2			2				2	
H5652	004	0	1	02	01	H5652_004_0	4	11	Group 11	01	8b3;		2			1	50.00	50.00	2				2	
H5652	004	0	1	02	01	H5652_004_0	4	12	Group 12	01	8b1;		1	30	30	2			2				2	
H5652	004	0	1	02	01	H5652_004_0	4	13	Group 13	01	9a1;9a2;9b;		1	30	30	2			2				2	
H5652	004	0	1	02	01	H5652_004_0	4	14	Group 14	01	12;		1	20	20	2			2				2	
H5652	004	0	1	02	01	H5652_004_0	4	15	Group 15	11	7k;8a2;	16b1;16b2;16b4;16b5;16b6;	2			1	0.00	0.00	2				2	
H5652	004	0	1	02	01	H5652_004_0	4	16	Group 16	01	3-1;3-2;3-3;3-4;		1	30	30	2			2				2	
H5652	004	0	1	02	01	H5652_004_0	4	17	Group 17	11	7b;7d;7f;14e1;17a;17b;18a;	7f_2;17a1;18a1;	2			1	60.00	60.00	2				2	
H5652	004	0	1	02	01	H5652_004_0	4	18	Group 18	01	8b2;9d;15-2;15-1-I;16a;		1	30	30	2			2				2	
H5652	004	0	1	02	01	H5652_004_0	4	19	Group 19	10		14b;	2			1	0.00	0.00	2				2	
H5652	004	0	1	02	01	H5652_004_0	4	2	Group 2	01	14a;15-3;		1	0	30	2			2				2	
H5652	004	0	1	02	01	H5652_004_0	4	20	Group 20	01	7c;7i;		2			1	60.00	60.00	2				2	
H5652	004	0	1	02	01	H5652_004_0	4	3	Group 3	01	5a;5b;		1	30	30	2			2				2	
H5652	004	0	1	02	01	H5652_004_0	4	4	Group 4	01	6;11a;11b1;11b2;11c1;11c2;		1	30	30	2			2				2	
H5652	004	0	1	02	01	H5652_004_0	4	5	Group 5	01	7a;		2			1	0.00	0.00	2				2	
H5652	004	0	1	02	01	H5652_004_0	4	6	Group 6	01	7g;		2			1	0.00	60.00	2				2	
H5652	004	0	1	02	01	H5652_004_0	4	7	Group 7	01	7e1;7h1;9c1;		1	30	30	2			2				2	
H5652	004	0	1	02	01	H5652_004_0	4	8	Group 8	01	7e2;7h2;9c2;		1	30	30	2			2				2	
H5652	004	0	1	02	01	H5652_004_0	4	9	Group 9	01	8a1;		1	30	30	2			2				2	
H5652	006	0	1	02	01	H5652_006_0	5	1	Group 1	01	10a1;10a2;		2			1	275.00	275.00	2				2	
H5652	006	0	1	02	01	H5652_006_0	5	10	Group 10	01	14d;14e2;14e4;14e5;		1	30	30	2			2				2	
H5652	006	0	1	02	01	H5652_006_0	5	11	Group 11	01	8b3;		2			1	50.00	50.00	2				2	
H5652	006	0	1	02	01	H5652_006_0	5	12	Group 12	01	8b1;		1	30	30	2			2				2	
H5652	006	0	1	02	01	H5652_006_0	5	13	Group 13	01	9a1;9a2;9b;		1	30	30	2			2				2	
H5652	006	0	1	02	01	H5652_006_0	5	14	Group 14	01	12;		1	20	20	2			2				2	
H5652	006	0	1	02	01	H5652_006_0	5	15	Group 15	11	7k;8a2;	16b1;16b2;16b4;16b5;16b6;	2			1	0.00	0.00	2				2	
H5652	006	0	1	02	01	H5652_006_0	5	16	Group 16	01	3-1;3-2;3-3;3-4;		1	30	30	2			2				2	
H5652	006	0	1	02	01	H5652_006_0	5	17	Group 17	11	7b;7d;7f;14e1;17a;17b;18a;	7f_2;17a1;18a1;	2			1	75.00	75.00	2				2	
H5652	006	0	1	02	01	H5652_006_0	5	18	Group 18	01	8b2;9d;15-2;15-1-I;16a;		1	30	30	2			2				2	
H5652	006	0	1	02	01	H5652_006_0	5	19	Group 19	10		14b;	1	30	30	2			2				2	
H5652	006	0	1	02	01	H5652_006_0	5	2	Group 2	01	14a;15-3;		1	0	30	2			2				2	
H5652	006	0	1	02	01	H5652_006_0	5	20	Group 20	01	7c;7i;		1	30	30	2			2				2	
H5652	006	0	1	02	01	H5652_006_0	5	3	Group 3	01	5a;5b;		1	30	30	2			2				2	
H5652	006	0	1	02	01	H5652_006_0	5	4	Group 4	01	6;11a;11b1;11b2;11c1;11c2;		1	30	30	2			2				2	
H5652	006	0	1	02	01	H5652_006_0	5	5	Group 5	01	7a;		2			1	0.00	0.00	2				2	
H5652	006	0	1	02	01	H5652_006_0	5	6	Group 6	01	7g;		2			1	0.00	75.00	2				2	
H5652	006	0	1	02	01	H5652_006_0	5	7	Group 7	01	7e1;7h1;9c1;		1	30	30	2			2				2	
H5652	006	0	1	02	01	H5652_006_0	5	8	Group 8	01	7e2;7h2;9c2;		1	30	30	2			2				2	
H5652	006	0	1	02	01	H5652_006_0	5	9	Group 9	01	8a1;		1	30	30	2			2				2	
H5652	008	0	1	02	01	H5652_008_0	5	1	Group 1	01	10a1;10a2;		2			1	275.00	275.00	2				2	
H5652	008	0	1	02	01	H5652_008_0	5	10	Group 10	01	14d;14e2;14e4;14e5;		1	40	40	2			2				2	
H5652	008	0	1	02	01	H5652_008_0	5	11	Group 11	01	8b3;		2			1	50.00	50.00	2				2	
H5652	008	0	1	02	01	H5652_008_0	5	12	Group 12	01	8b1;		1	40	40	2			2				2	
H5652	008	0	1	02	01	H5652_008_0	5	13	Group 13	01	9a1;9a2;9b;		1	40	40	2			2				2	
H5652	008	0	1	02	01	H5652_008_0	5	14	Group 14	01	12;		1	20	20	2			2				2	
H5652	008	0	1	02	01	H5652_008_0	5	15	Group 15	11	7k;8a2;	16b1;16b2;16b4;16b5;16b6;	2			1	0.00	0.00	2				2	
H5652	008	0	1	02	01	H5652_008_0	5	16	Group 16	01	3-1;3-2;3-3;3-4;		1	40	40	2			2				2	
H5652	008	0	1	02	01	H5652_008_0	5	17	Group 17	11	7b;7d;7f;14e1;17a;17b;18a;	7f_2;17a1;18a1;	2			1	100.00	100.00	2				2	
H5652	008	0	1	02	01	H5652_008_0	5	18	Group 18	01	8b2;9d;15-2;15-1-I;16a;		1	40	40	2			2				2	
H5652	008	0	1	02	01	H5652_008_0	5	19	Group 19	10		14b;	1	40	40	2			2				2	
H5652	008	0	1	02	01	H5652_008_0	5	2	Group 2	01	14a;15-3;		1	0	40	2			2				2	
H5652	008	0	1	02	01	H5652_008_0	5	20	Group 20	01	7c;7i;		1	40	40	2			2				2	
H5652	008	0	1	02	01	H5652_008_0	5	3	Group 3	01	5a;5b;		1	40	40	2			2				2	
H5652	008	0	1	02	01	H5652_008_0	5	4	Group 4	01	6;11a;11b1;11b2;11c1;11c2;		1	40	40	2			2				2	
